ID	LAT	LON	startDate	endDate	CLASS_TYPE
1148	-2.1490000	-51.7825000	2015-09-01	2016-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2006-09-01	2007-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2007-09-01	2008-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2008-09-01	2009-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2009-09-01	2010-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2010-09-01	2011-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2011-09-01	2012-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2012-09-01	2013-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2013-09-01	2014-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2014-09-01	2015-08-31	Primary Forest
1164	-2.0872000	-51.7283000	2015-09-01	2016-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2006-09-01	2007-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2007-09-01	2008-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2008-09-01	2009-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2009-09-01	2010-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2010-09-01	2011-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2011-09-01	2012-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2012-09-01	2013-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2013-09-01	2014-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2014-09-01	2015-08-31	Primary Forest
1177	-2.0367000	-51.6839000	2015-09-01	2016-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2006-09-01	2007-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2007-09-01	2008-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2008-09-01	2009-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2009-09-01	2010-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2010-09-01	2011-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2011-09-01	2012-08-31	Primary Forest
1186	-2.0105000	-51.6613000	2012-09-01	2013-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2006-09-01	2007-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2007-09-01	2008-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2008-09-01	2009-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2009-09-01	2010-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2010-09-01	2011-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2011-09-01	2012-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2012-09-01	2013-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2013-09-01	2014-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2014-09-01	2015-08-31	Primary Forest
1201	-1.9277000	-51.5899000	2015-09-01	2016-08-31	Primary Forest
1217	-1.8253000	-51.4994000	2004-09-01	2005-08-31	Primary Forest
1240	-1.7440000	-51.4303000	2001-09-01	2002-08-31	Primary Forest
1240	-1.7440000	-51.4303000	2002-09-01	2003-08-31	Primary Forest
1240	-1.7440000	-51.4303000	2003-09-01	2004-08-31	Primary Forest
1240	-1.7440000	-51.4303000	2004-09-01	2005-08-31	Primary Forest
1250	-1.7128000	-51.4028000	2001-09-01	2002-08-31	Primary Forest
1250	-1.7128000	-51.4028000	2002-09-01	2003-08-31	Primary Forest
1250	-1.7128000	-51.4028000	2003-09-01	2004-08-31	Primary Forest
1250	-1.7128000	-51.4028000	2004-09-01	2005-08-31	Primary Forest
1270	-1.6065000	-51.3092000	2003-09-01	2004-08-31	Primary Forest
1270	-1.6065000	-51.3092000	2004-09-01	2005-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2006-09-01	2007-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2007-09-01	2008-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2008-09-01	2009-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2009-09-01	2010-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2010-09-01	2011-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2011-09-01	2012-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2012-09-01	2013-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2013-09-01	2014-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2014-09-01	2015-08-31	Primary Forest
1291	-4.4607000	-53.8178000	2015-09-01	2016-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2000-09-01	2001-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2001-09-01	2002-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2002-09-01	2003-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2003-09-01	2004-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2004-09-01	2005-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2005-09-01	2006-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2006-09-01	2007-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2007-09-01	2008-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2008-09-01	2009-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2009-09-01	2010-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2010-09-01	2011-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2011-09-01	2012-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2012-09-01	2013-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2013-09-01	2014-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2014-09-01	2015-08-31	Primary Forest
1304	-4.4928000	-53.8833000	2015-09-01	2016-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2000-09-01	2001-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2001-09-01	2002-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2002-09-01	2003-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2003-09-01	2004-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2004-09-01	2005-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2005-09-01	2006-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2006-09-01	2007-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2007-09-01	2008-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2008-09-01	2009-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2009-09-01	2010-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2010-09-01	2011-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2011-09-01	2012-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2012-09-01	2013-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2013-09-01	2014-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2014-09-01	2015-08-31	Primary Forest
1313	-4.5316000	-53.9619000	2015-09-01	2016-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2000-09-01	2001-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2001-09-01	2002-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2002-09-01	2003-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2003-09-01	2004-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2004-09-01	2005-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2005-09-01	2006-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2006-09-01	2007-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2007-09-01	2008-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2008-09-01	2009-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2009-09-01	2010-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2010-09-01	2011-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2011-09-01	2012-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2012-09-01	2013-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2013-09-01	2014-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2014-09-01	2015-08-31	Primary Forest
1326	-4.5966000	-54.0940000	2015-09-01	2016-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2000-09-01	2001-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2001-09-01	2002-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2002-09-01	2003-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2003-09-01	2004-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2004-09-01	2005-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2005-09-01	2006-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2006-09-01	2007-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2007-09-01	2008-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2008-09-01	2009-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2009-09-01	2010-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2010-09-01	2011-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2011-09-01	2012-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2012-09-01	2013-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2013-09-01	2014-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2014-09-01	2015-08-31	Primary Forest
1346	-4.5673000	-54.3042000	2015-09-01	2016-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2000-09-01	2001-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2001-09-01	2002-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2002-09-01	2003-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2003-09-01	2004-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2004-09-01	2005-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2005-09-01	2006-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2006-09-01	2007-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2007-09-01	2008-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2008-09-01	2009-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2009-09-01	2010-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2010-09-01	2011-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2011-09-01	2012-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2012-09-01	2013-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2013-09-01	2014-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2014-09-01	2015-08-31	Primary Forest
1372	-4.7129000	-54.5588000	2015-09-01	2016-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2000-09-01	2001-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2001-09-01	2002-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2002-09-01	2003-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2003-09-01	2004-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2004-09-01	2005-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2005-09-01	2006-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2006-09-01	2007-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2007-09-01	2008-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2008-09-01	2009-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2009-09-01	2010-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2010-09-01	2011-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2011-09-01	2012-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2012-09-01	2013-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2013-09-01	2014-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2014-09-01	2015-08-31	Primary Forest
1387	-4.7796000	-54.6777000	2015-09-01	2016-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2000-09-01	2001-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2001-09-01	2002-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2002-09-01	2003-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2003-09-01	2004-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2004-09-01	2005-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2005-09-01	2006-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2006-09-01	2007-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2007-09-01	2008-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2008-09-01	2009-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2009-09-01	2010-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2010-09-01	2011-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2011-09-01	2012-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2012-09-01	2013-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2013-09-01	2014-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2014-09-01	2015-08-31	Primary Forest
1400	-5.6151000	-54.2907000	2015-09-01	2016-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2000-09-01	2001-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2001-09-01	2002-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2002-09-01	2003-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2003-09-01	2004-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2004-09-01	2005-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2005-09-01	2006-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2006-09-01	2007-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2007-09-01	2008-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2008-09-01	2009-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2009-09-01	2010-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2010-09-01	2011-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2011-09-01	2012-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2012-09-01	2013-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2013-09-01	2014-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2014-09-01	2015-08-31	Primary Forest
1413	-4.7705000	-54.6772000	2015-09-01	2016-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2006-09-01	2007-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2007-09-01	2008-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2008-09-01	2009-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2009-09-01	2010-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2010-09-01	2011-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2011-09-01	2012-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2012-09-01	2013-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2013-09-01	2014-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2014-09-01	2015-08-31	Primary Forest
1448	-4.9366000	-54.5849000	2015-09-01	2016-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2006-09-01	2007-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2007-09-01	2008-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2008-09-01	2009-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2009-09-01	2010-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2010-09-01	2011-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2011-09-01	2012-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2012-09-01	2013-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2013-09-01	2014-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2014-09-01	2015-08-31	Primary Forest
1470	-5.8651000	-54.2319000	2015-09-01	2016-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2006-09-01	2007-08-01	Primary Forest
1498	-6.0148000	-54.1351000	2007-09-01	2008-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2008-09-01	2009-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2009-09-01	2010-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2010-09-01	2011-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2011-09-01	2012-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2012-09-01	2013-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2013-09-01	2014-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2014-09-01	2015-08-31	Primary Forest
1498	-6.0148000	-54.1351000	2015-09-01	2016-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2006-09-01	2007-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2007-09-01	2008-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2008-09-01	2009-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2009-09-01	2010-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2010-09-01	2011-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2011-09-01	2012-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2012-09-01	2013-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2013-09-01	2014-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2014-09-01	2015-08-31	Primary Forest
1646	-5.7377000	-52.6437000	2015-09-01	2016-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2006-05-30	2007-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2007-09-01	2008-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2008-09-01	2009-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2009-09-01	2010-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2010-09-01	2011-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2011-09-01	2012-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2012-09-01	2013-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2013-09-01	2014-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2014-09-01	2015-08-31	Primary Forest
1670	-5.5890000	-52.6936000	2015-09-01	2016-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2006-05-30	2007-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2007-09-01	2008-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2008-09-01	2009-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2009-09-01	2010-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2010-09-01	2011-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2011-09-01	2012-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2012-09-01	2013-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2013-09-01	2014-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2014-09-01	2015-08-31	Primary Forest
1695	-5.4305000	-52.7464000	2015-09-01	2016-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2006-05-30	2007-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2007-09-01	2008-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2008-09-01	2009-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2009-09-01	2010-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2010-09-01	2011-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2011-09-01	2012-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2012-09-01	2013-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2013-09-01	2014-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2014-09-01	2015-08-31	Primary Forest
1801	-5.3613000	-52.8814000	2015-09-01	2016-08-31	Primary Forest
1839	-5.1003000	-52.9160000	2003-09-01	2004-08-31	Primary Forest
1839	-5.1003000	-52.9160000	2004-09-01	2005-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2006-09-01	2007-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2007-09-01	2008-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2008-09-01	2009-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2009-09-01	2010-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2010-09-01	2011-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2011-09-01	2012-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2012-09-01	2013-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2013-09-01	2014-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2014-09-01	2015-08-31	Primary Forest
1893	-4.7038000	-52.7701000	2015-09-01	2016-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2006-09-01	2007-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2007-09-01	2008-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2008-09-01	2009-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2009-09-01	2010-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2010-09-01	2011-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2011-09-01	2012-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2012-09-01	2013-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2013-09-01	2014-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2014-09-01	2015-08-31	Primary Forest
1948	-4.3006000	-52.6400000	2015-09-01	2016-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2006-09-01	2007-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2007-09-01	2008-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2008-09-01	2009-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2009-09-01	2010-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2010-09-01	2011-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2011-09-01	2012-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2012-09-01	2013-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2013-09-01	2014-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2014-09-01	2015-08-31	Primary Forest
1992	-3.9604000	-52.6043000	2015-09-01	2016-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2006-09-01	2007-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2007-09-01	2008-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2008-09-01	2009-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2009-09-01	2010-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2010-09-01	2011-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2011-09-01	2012-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2012-09-01	2013-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2013-09-01	2014-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2014-09-01	2015-08-31	Primary Forest
2045	-3.5713000	-52.3692000	2015-09-01	2016-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2006-09-01	2007-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2007-09-01	2008-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2008-09-01	2009-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2009-09-01	2010-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2010-09-01	2011-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2011-09-01	2012-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2012-09-01	2013-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2013-09-01	2014-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2014-09-01	2015-08-31	Primary Forest
2047	-8.6647000	-55.3087000	2015-09-01	2016-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2006-09-01	2007-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2007-09-01	2008-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2008-09-01	2009-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2009-09-01	2010-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2010-09-01	2011-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2011-09-01	2012-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2012-09-01	2013-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2013-09-01	2014-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2014-09-01	2015-08-31	Primary Forest
2059	-8.5894000	-55.3053000	2015-09-01	2016-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2006-09-01	2007-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2007-09-01	2008-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2008-09-01	2009-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2009-09-01	2010-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2010-09-01	2011-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2011-09-01	2012-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2012-09-01	2013-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2013-09-01	2014-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2014-09-01	2015-08-31	Primary Forest
2086	-8.4222000	-55.2989000	2015-09-01	2016-08-31	Primary Forest
2187	-7.7870000	-55.2747000	2000-01-01	2001-08-31	Primary Forest
2187	-7.7870000	-55.2747000	2001-09-01	2002-08-31	Primary Forest
2293	-7.1294000	-55.2496000	2000-09-01	2001-08-31	Primary Forest
2293	-7.1294000	-55.2496000	2001-09-01	2002-08-31	Primary Forest
2293	-7.1294000	-55.2496000	2002-09-01	2003-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2006-09-01	2007-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2007-09-01	2008-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2008-09-01	2009-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2009-09-01	2010-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2010-09-01	2011-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2011-09-01	2012-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2012-09-01	2013-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2013-09-01	2014-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2014-09-01	2015-08-31	Primary Forest
2438	-11.9842000	-59.0465000	2015-09-01	2016-08-31	Primary Forest
2542	-10.6266000	-58.7772000	2004-09-01	2005-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2006-09-01	2007-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2007-09-01	2008-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2008-09-01	2009-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2009-09-01	2010-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2010-09-01	2011-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2011-09-01	2012-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2012-09-01	2013-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2013-09-01	2014-08-31	Primary Forest
2617	-6.0421000	-49.9220000	2014-09-01	2015-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2006-09-01	2007-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2007-09-01	2008-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2008-09-01	2009-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2009-09-01	2010-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2010-09-01	2011-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2011-09-01	2012-08-31	Primary Forest
2753	-9.6630000	-58.5875000	2012-09-01	2013-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2006-09-01	2007-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2007-09-01	2008-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2008-09-01	2009-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2009-09-01	2010-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2010-09-01	2011-08-31	Primary Forest
2778	-9.3472000	-58.5254000	2011-09-01	2012-08-31	Primary Forest
